"","RFID","Date","Weight","stationname"
"363","942 000002769775",2018-11-05 00:00:00,568,"Belmont"
"364","942 000002769775",2018-12-21 00:00:00,500,"Belmont"
"365","942 000002769775",2019-02-28 00:00:00,558,"Belmont"
"366","942 000002769775",2019-04-02 00:00:00,526,"Belmont"
"367","942 000002769775",2019-05-24 00:00:00,556,"Belmont"
"368","942 000002769775",2019-08-28 00:00:00,578,"Belmont"
"369","942 000002770098",2018-03-09 00:00:00,596,"Belmont"
"370","942 000002770098",2018-05-21 00:00:00,614,"Belmont"
"371","942 000002770098",2018-08-22 00:00:00,606,"Belmont"
"372","942 000002770098",2018-12-19 00:00:00,552,"Belmont"
"373","942 000002770098",2019-03-01 00:00:00,562,"Belmont"
"374","942 000002770098",2019-04-02 00:00:00,562,"Belmont"
"375","942 000002770098",2019-05-23 00:00:00,570,"Belmont"
"376","942 000002770098",2019-08-28 00:00:00,596,"Belmont"
"377","942 000002770098",2020-03-24 00:00:00,442,"Belmont"
"378","942 000002785521",2018-03-07 00:00:00,596,"Belmont"
"379","942 000002785521",2018-05-23 00:00:00,660,"Belmont"
"380","942 000002785521",2018-08-14 00:00:00,680,"Belmont"
"381","942 000002785521",2018-09-18 00:00:00,668,"Belmont"
"382","942 000002785521",2018-11-06 00:00:00,532,"Belmont"
"383","942 000002785521",2018-12-17 00:00:00,560,"Belmont"
"384","942 000002785521",2019-02-26 00:00:00,612,"Belmont"
"385","942 000002785521",2019-05-21 00:00:00,634,"Belmont"
"386","942 000002785521",2019-08-27 00:00:00,690,"Belmont"
"387","942 000002785521",2019-10-25 00:00:00,594,"Belmont"
"388","942 000002785521",2019-11-12 00:00:00,652,"Belmont"
"389","942 000002785521",2020-03-25 00:00:00,580,"Belmont"
"390","942 000002789262",2018-03-07 00:00:00,606,"Belmont"
"391","942 000002789262",2018-05-23 00:00:00,644,"Belmont"
"392","942 000002789262",2018-08-14 00:00:00,712,"Belmont"
"393","942 000002789262",2018-11-06 00:00:00,574,"Belmont"
"394","942 000002789262",2018-12-17 00:00:00,590,"Belmont"
"395","942 000002789262",2019-02-25 00:00:00,670,"Belmont"
"396","942 000002789262",2019-05-20 00:00:00,672,"Belmont"
"397","942 000002789262",2019-08-26 00:00:00,690,"Belmont"
"398","942 000005109001",2018-03-07 00:00:00,552,"Belmont"
"399","942 000005109001",2018-05-23 00:00:00,600,"Belmont"
"400","942 000005109001",2018-08-14 00:00:00,552,"Belmont"
"401","942 000005109001",2018-11-06 00:00:00,496,"Belmont"
